source_split,filename,filepath,label_path,annotation_index,class_id,box_source,x1,y1,x2,y2,width_px,height_px
train,184_jpg.rf.e084c2d1d6e4f0e63f9fa697b0f39c9a.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\184_jpg.rf.e084c2d1d6e4f0e63f9fa697b0f39c9a.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\184_jpg.rf.e084c2d1d6e4f0e63f9fa697b0f39c9a.txt,0,0,ground_truth_label,120.03000000000003,174.56500000000003,1065.63,444.875,945.6,270.31
train,184_jpg.rf.e084c2d1d6e4f0e63f9fa697b0f39c9a.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\184_jpg.rf.e084c2d1d6e4f0e63f9fa697b0f39c9a.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\184_jpg.rf.e084c2d1d6e4f0e63f9fa697b0f39c9a.txt,1,0,ground_truth_label,440.035,196.57000000000002,1287.8049999999998,658.37,847.7699999999999,461.8
train,185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.txt,0,0,ground_truth_label,152.02999999999997,140.57,1104.8700000000001,717.99,952.8400000000001,577.42
train,185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.txt,1,0,ground_truth_label,130.03500000000008,62.56999999999999,804.2049999999999,629.03,674.1699999999998,566.46
train,185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\185_jpg.rf.28fec1139bc2217615fc0c26f8b9055b.txt,2,0,ground_truth_label,28.034999999999968,156.56999999999996,724.225,649.7900000000001,696.19,493.2200000000001
train,190_jpg.rf.552b4a9b9a10b4192cea9fa0dd29e717.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\190_jpg.rf.552b4a9b9a10b4192cea9fa0dd29e717.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\190_jpg.rf.552b4a9b9a10b4192cea9fa0dd29e717.txt,0,0,ground_truth_label,380.03999999999996,170.70500000000004,849.3199999999999,475.235,469.28,304.53
train,190_jpg.rf.552b4a9b9a10b4192cea9fa0dd29e717.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\190_jpg.rf.552b4a9b9a10b4192cea9fa0dd29e717.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\190_jpg.rf.552b4a9b9a10b4192cea9fa0dd29e717.txt,1,0,ground_truth_label,785.0400000000001,498.21,1004.84,1055.31,219.8,557.1
train,192_jpg.rf.56fa0ee97fea8c2d6aa48f12e1595565.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\192_jpg.rf.56fa0ee97fea8c2d6aa48f12e1595565.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\192_jpg.rf.56fa0ee97fea8c2d6aa48f12e1595565.txt,0,0,ground_truth_label,0.005000000000052296,354.57,818.0349999999999,642.69,818.0299999999999,288.12
train,192_jpg.rf.56fa0ee97fea8c2d6aa48f12e1595565.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\192_jpg.rf.56fa0ee97fea8c2d6aa48f12e1595565.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\192_jpg.rf.56fa0ee97fea8c2d6aa48f12e1595565.txt,1,0,ground_truth_label,238.03500000000003,264.575,868.7049999999999,876.9449999999999,630.67,612.37
train,198_jpg.rf.a87f817cffc166eee0483290d3253f79.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\images\198_jpg.rf.a87f817cffc166eee0483290d3253f79.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Dataset\train\labels\198_jpg.rf.a87f817cffc166eee0483290d3253f79.txt,0,0,ground_truth_label,188.03000000000003,184.57,1074.15,934.21,886.12,749.64
